No,Agence,Année,Trimestre,Nom du fournisseur,Numéro de référence,Date du contrat,Devis – numéro,Devis – catégorie,Devis – sous-catégorie,Contrat-début,Contrat-fin,Contrat durée (jours),Valeur du contrat (fin),Valeur du contrat (originale),Extra,Commentaires
3046,Élections Canada,2010,3,MARKETEL / MCCANN-ERICKSON LTD.,10-15321,2010-12-20,301,Services de réclame,,2010-05-25,2011-03-31,310,"25369,76","12219,38","13150,38",Le présent marché comprend une modification ou plus.
3047,Élections Canada,2010,3,DELSYS RESEARCH GROUP INC,10-15341,2010-12-15,499,Autres services professionnels non précisés ailleurs,,2010-05-25,2011-05-31,371,"73399,31",42000,"31399,31",Le présent marché comprend une modification ou plus.
3048,Élections Canada,2010,3,AVW TELAV,10-15390,2010-12-06,332,Services audio,,2010-07-17,2010-07-23,6,"17889,98","16008,38","1881,6",Le présent marché comprend une modification ou plus.
3049,Élections Canada,2010,3,ALTIS HUMAN RESOURCES,10-15457,2010-10-19,813,Services d'aide temporaire,,2010-07-02,2011-03-31,272,"127759,74","47546,24","80213,5",Le présent marché comprend une modification ou plus.
3050,Élections Canada,2010,3,CORADIX TECHNOLOGY,10-15461,2010-10-15,472,Conseillers en technologie d'information,,2010-06-29,2011-03-31,275,"114751,5",76501,"38250,5",Le présent marché comprend une modification ou plus.
3051,Élections Canada,2010,3,ARTEMP PERSONNEL SERVICES,10-15472,2010-12-14,813,Services d'aide temporaire,,2010-07-08,2011-03-31,266,99440,70625,28815,Le présent marché comprend une modification ou plus.
3052,Élections Canada,2010,3,CORADIX TECHNOLOGY,10-15487,2010-12-07,472,Conseillers en technologie d'information,,2010-07-14,2011-03-31,260,"113909,65","76478,4","37431,25",Le présent marché comprend une modification ou plus.
3053,Élections Canada,2010,3,EXCEL HUMAN RESOURCES,10-15494,2010-12-06,813,Services d'aide temporaire,,2010-06-28,2011-04-29,305,"153750,91","50058,44","103692,47",Le présent marché comprend une modification ou plus.
3054,Élections Canada,2010,3,LANNICK CONTRACT SOLUTIONS INC,10-15525,2010-10-27,813,Services d'aide temporaire,,2010-07-19,2011-04-30,285,164076,67800,96276,Le présent marché comprend une modification ou plus.
3055,Élections Canada,2010,3,FUJITSU CONSULTING INC.,10-15534,2010-11-30,472,Conseillers en technologie d'information,,2010-07-19,2011-03-31,255,104525,83620,20905,Le présent marché comprend une modification ou plus.
3056,Élections Canada,2010,3,FUJITSU CONSULTING INC.,10-15536,2010-11-30,472,Conseillers en technologie d'information,,2010-07-19,2011-03-31,255,"135882,5",104525,"31357,5",Le présent marché comprend une modification ou plus.
3057,Élections Canada,2010,3,STEELECASE CANADA LTD,10-15537,2010-11-23,1231,Mobilier et ameublement du bureau incluant des pièces,,2010-11-23,2011-03-31,128,"265235,2","265235,2",0,Le présent marché comprend une modification ou plus.
3058,Élections Canada,2010,3,360 ADVANCED SECURITY CORP.,10-15572,2010-10-07,499,Autres services professionnels non précisés ailleurs,,2010-10-07,2011-07-31,297,"49543,72","49543,72",0,Le présent marché comprend une modification ou plus.
3059,Élections Canada,2010,3,TRI-CO PRINTING INC.,10-15603,2010-10-26,321,Services d'imprimerie,,2010-08-13,2011-03-31,230,"22539,27","22317,62","221,65",Le présent marché comprend une modification ou plus.
3060,Élections Canada,2010,3,ST-JOSEPH PRINT GROUP INC.,10-15633,2010-12-14,321,Services d'imprimerie,,2010-12-15,2012-03-31,472,"643999,43","643999,43",0,
3061,Élections Canada,2010,3,DARE HR,10-15635,2010-11-08,813,Services d'aide temporaire,,2010-08-30,2011-02-28,182,"16676,62","8941,77","7734,85",Le présent marché comprend une modification ou plus.
3062,Élections Canada,2010,3,"ST-JACQUES, GHISLAIN",10-15658,2010-12-23,499,Autres services professionnels non précisés ailleurs,,2010-09-16,2011-03-31,196,"47855,5","32939,5",14916,Le présent marché comprend une modification ou plus.
3063,Élections Canada,2010,3,RFP SOLUTIONS INC,10-15677,2010-11-19,499,Autres services professionnels non précisés ailleurs,,2010-11-19,2011-03-31,132,45200,45200,0,
3064,Élections Canada,2010,3,BELL CANADA,10-15723,2010-10-21,220,Services téléphoniques et autres services de communications téléphoniques (sauf les services améliorés de télécommunications),,2010-10-05,2011-10-04,364,"32860,4","32860,4",0,
3065,Élections Canada,2010,3,SAS INSTITUTE (CANADA) INC.,10-15725,2010-11-10,1228,Logiciels,,2010-11-12,2011-08-31,292,"367940,43","367940,43",0,
3066,Élections Canada,2010,3,MTS ALLSTREAM INC.,10-15729,2010-10-21,472,Conseillers en technologie d'information,,2010-10-15,2011-03-31,167,105655,105655,0,
3067,Élections Canada,2010,3,JEAN STE-MARIE,10-15734,2010-10-05,499,Autres services professionnels non précisés ailleurs,,2010-10-04,2010-12-31,88,20340,20340,0,
3068,Élections Canada,2010,3,MAXSYS PROFESSIONALS,10-15737,2010-10-13,813,Services d'aide temporaire,,2010-10-01,2011-03-31,181,"92847,02","92847,02",0,
3069,Élections Canada,2010,3,"LEBLANC, LAURENT",10-15743,2010-11-09,499,Autres services professionnels non précisés ailleurs,,2010-10-12,2011-10-11,364,24995,24995,0,
3070,Élections Canada,2010,3,MAXSYS PROFESSIONALS,10-15744,2010-10-13,813,Services d'aide temporaire,,2010-10-12,2011-03-31,170,93225,93225,0,
3071,Élections Canada,2010,3,ADVANCED BUSINESS INTERIORS,10-15745,2010-10-07,1231,Mobilier et ameublement du bureau incluant des pièces,,2010-10-07,2010-12-06,60,"31050,14","31050,14",0,
3072,Élections Canada,2010,3,HUNT TEMPORARILY YOURS,10-15749,2010-10-12,813,Services d'aide temporaire,,2010-10-13,2011-03-31,169,24747,24747,0,
3073,Élections Canada,2010,3,GARTNER GROUP CANADA,10-15750,2010-10-08,499,Autres services professionnels non précisés ailleurs,,2010-10-11,2010-11-30,50,89270,89270,0,
3074,Élections Canada,2010,3,GARTNER GROUP CANADA,10-15750,2010-11-04,499,Autres services professionnels non précisés ailleurs,,2010-11-04,2010-11-30,26,94920,89270,5650,Le présent marché comprend une modification ou plus.
3075,Élections Canada,2010,3,COUNCIL OF CANADIANS W/DISABIL,10-15751,2010-10-15,499,Autres services professionnels non précisés ailleurs,,2010-11-04,2011-03-31,147,24860,24860,0,
3076,Élections Canada,2010,3,HARTS UPHOLSTERED PRODUCTS CO.,10-15753,2010-12-10,1231,Mobilier et ameublement du bureau incluant des pièces,,2010-09-20,2010-12-13,84,"12514,16","12514,16",0,
3077,Élections Canada,2010,3,NORTHERN MICRO,10-15754,2010-10-12,1227,"Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",,2010-09-29,2010-12-29,91,"15970,29","15970,29",0,
3078,Élections Canada,2010,3,BRC BUSINESS ENTERPRISE,10-15755,2010-10-15,1231,Mobilier et ameublement du bureau incluant des pièces,,2010-09-16,2011-03-31,196,"12465,96","12465,96",0,Le présent marché comprend une modification ou plus.
3079,Élections Canada,2010,3,HARTS UPHOLSTERED PRODUCTS CO.,10-15760,2010-10-15,1231,Mobilier et ameublement du bureau incluant des pièces,,2010-10-13,2011-03-31,169,"49582,14","49582,14",0,
3080,Élections Canada,2010,3,COMPUGEN INC.,10-15765,2010-10-15,1228,Logiciels,,2010-10-31,2011-10-31,365,"30702,67","30702,67",0,
3081,Élections Canada,2010,3,TERAMACH TECHNOLOGIES INC.,10-15766,2010-11-10,1227,"Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",,2010-11-10,2010-12-30,50,"261408,11","261408,11",0,
3082,Élections Canada,2010,3,ESRI CANADA,10-15767,2010-11-02,1228,Logiciels,,2011-01-01,2011-12-31,364,"195919,4","195919,4",0,
3083,Élections Canada,2010,3,EXCEL HUMAN RESOURCES,10-15768,2010-10-15,472,Conseillers en technologie d'information,,2010-11-01,2011-03-31,150,80795,80795,0,
3084,Élections Canada,2010,3,INDEPENDENT CONTRACTORS GROUP,10-15769,2010-10-15,472,Conseillers en technologie d'information,,2010-10-25,2011-03-31,157,"102010,75","102010,75",0,
3085,Élections Canada,2010,3,AJILON CONSULTING,10-15771,2010-10-18,472,Conseillers en technologie d'information,,2010-11-01,2011-03-31,150,"46024,9","46024,9",0,
3086,Élections Canada,2010,3,CITYGATE GIS,10-15772,2010-11-24,1228,Logiciels,,2010-11-10,2011-11-09,364,43844,43844,0,
3087,Élections Canada,2010,3,PERFORMANCE MANAGEMENT CONSULTING,10-15773,2010-10-26,446,Conseillers en formation,,2010-10-28,2011-03-31,154,24069,24069,0,
3088,Élections Canada,2010,3,PERFORMANCE MANAGEMENT CONSULTING,10-15774,2010-10-29,446,Conseillers en formation,,2010-11-08,2011-03-31,143,21357,21357,0,
3089,Élections Canada,2010,3,BENSON DIANE AND ASSOCIATES,10-15775,2010-10-19,499,Autres services professionnels non précisés ailleurs,,2010-10-30,2010-12-31,62,"40815,6","40815,6",0,
3090,Élections Canada,2010,3,COSE INC,10-15777,2010-11-09,446,Conseillers en formation,,2010-11-17,2011-03-31,134,24535,24535,0,
3091,Élections Canada,2010,3,SMITH INDUSPAC OTTAWA INC,10-15778,2010-10-20,321,Services d'imprimerie,,2010-10-14,2010-12-31,78,14616,14616,0,
3092,Élections Canada,2010,3,GENESIS INTEGRATION,10-15782,2010-10-21,1223,Location de matériel de transmission d'images et de communications vidéo,,2010-10-19,2010-12-19,61,"16218,84","16218,84",0,
3093,Élections Canada,2010,3,MAXSYS PROFESSIONALS,10-15792,2010-12-24,813,Services d'aide temporaire,,2010-10-18,2011-03-11,144,"11562,16","5781,08","5781,08",Le présent marché comprend une modification ou plus.
3094,Élections Canada,2010,3,ENVELOPPE CONCEPT INC.,10-15793,2010-10-24,321,Services d'imprimerie,,2010-10-22,2010-12-31,70,"13858,32","13858,32",0,
3095,Élections Canada,2010,3,SAS INSTITUTE (CANADA) INC.,10-15794,2010-10-25,1228,Logiciels,,2010-11-15,2011-11-14,364,"14752,15","14752,15",0,
3096,Élections Canada,2010,3,HUNT TEMPORARILY YOURS,10-15798,2010-10-26,813,Services d'aide temporaire,,2010-10-25,2011-09-16,326,"41676,76","41676,76",0,
3097,Élections Canada,2010,3,FUJITSU CONSULTING INC.,10-15800,2010-10-29,472,Conseillers en technologie d'information,,2010-10-25,2011-03-31,157,28250,28250,0,
3098,Élections Canada,2010,3,TERAMACH TECHNOLOGIES INC.,10-15801,2010-10-26,1227,"Matériel d'ordinateurs petit, dessus de bureau personnel / portatif",,2010-10-21,2011-01-21,92,"158147,29","158147,29",0,
3099,Élections Canada,2010,3,SPIRIT CREATIVE ADVERTISING,10-15804,2010-11-15,301,Services de réclame,,2010-10-27,2011-03-31,155,"25334,6","25334,6",0,
3100,Élections Canada,2010,3,GENESIS INTEGRATION,10-15812,2010-10-28,1223,Location de matériel de transmission d'images et de communications vidéo,,2010-10-18,2011-03-31,164,"99202,1","99202,1",0,Le présent marché comprend une modification ou plus.
3101,Élections Canada,2010,3,MTS ALLSTREAM INC.,10-15826,2010-11-29,472,Conseillers en technologie d'information,,2010-10-22,2010-12-31,70,"39335,3","39335,3",0,
3102,Élections Canada,2010,3,PUBLICIS CANADA,10-15828,2010-11-26,499,Autres services professionnels non précisés ailleurs,,2010-10-27,2011-03-31,155,"18656,3","18656,3",0,
3103,Élections Canada,2010,3,SYSTEMATIX,10-15829,2010-11-01,472,Conseillers en technologie d'information,,2010-11-03,2011-07-09,248,119328,119328,0,Le présent marché comprend une modification ou plus.
3104,Élections Canada,2010,3,MARKETEL / MCCANN-ERICKSON LTD.,10-15830,2010-11-12,301,Services de réclame,,2010-11-12,2011-03-31,139,"12219,38","12219,38",0,
3105,Élections Canada,2010,3,ALTIS HUMAN RESOURCES,10-15833,2010-11-01,499,Autres services professionnels non précisés ailleurs,,2010-11-02,2011-03-31,149,93225,93225,0,
3106,Élections Canada,2010,3,ESRI CANADA,10-15835,2010-11-02,1228,Logiciels,,2010-10-28,2010-12-27,60,"19678,95","19678,95",0,
3107,Élections Canada,2010,3,IBM CANADA,10-15837,2010-11-02,472,Conseillers en technologie d'information,,2010-11-03,2011-01-28,86,40680,40680,0,
3108,Élections Canada,2010,3,SOFTCHOICE CORPORATION,10-15840,2010-11-02,1228,Logiciels,,2010-10-21,2011-01-29,100,"38641,48","38641,48",0,
3109,Élections Canada,2010,3,EXCELLENCE RHR CONSULTATION,10-15848,2010-11-02,491,Services de conseillers en gestion,,2010-11-01,2010-12-31,60,24408,24408,0,
3110,Élections Canada,2010,3,LUMINA IT INC CB-Z INC IN,10-15851,2010-11-17,491,Services de conseillers en gestion,,2010-11-15,2011-03-31,136,"61952,48","61952,48",0,
3111,Élections Canada,2010,3,INTÉLÉC GÉOMATIQUE INC.,10-15853,2010-11-04,472,Conseillers en technologie d'information,,2010-11-08,2011-03-31,143,"64647,3","64647,3",0,
3112,Élections Canada,2010,3,COSSETTE COMMUNICATIONS,10-15859,2010-11-22,301,Services de réclame,,2010-10-27,2011-03-31,155,"285847,77","286802,17","-954,4",
3113,Élections Canada,2010,3,INTÉLÉC GÉOMATIQUE INC.,10-15861,2010-11-05,472,Conseillers en technologie d'information,,2010-11-08,2011-03-31,143,"122390,3","122390,3",0,
3114,Élections Canada,2010,3,SAS INSTITUTE (CANADA) INC.,10-15863,2010-11-08,447,"Frais d'enseignement et frais de participation à  des cours comprenant les séminaires, non spécifiés ailleurs",,2010-11-15,2010-11-30,15,"40273,2","40273,2",0,
3115,Élections Canada,2010,3,INTÉLÉC GÉOMATIQUE INC.,10-15865,2010-11-08,472,Conseillers en technologie d'information,,2010-11-08,2011-03-31,143,"56483,05","56483,05",0,
3116,Élections Canada,2010,3,IBM CANADA,10-15866,2010-11-10,472,Conseillers en technologie d'information,,2010-11-15,2011-01-25,71,51867,34578,17289,
3117,Élections Canada,2010,3,FUJITSU CONSULTING INC.,10-15867,2010-11-12,472,Conseillers en technologie d'information,,2010-11-12,2011-12-31,414,"280799,35","280799,35",0,
3118,Élections Canada,2010,3,BURTON GROUP INC,10-15869,2010-11-09,492,Contrats de recherche,,2011-01-04,2011-12-31,361,73450,73450,0,
3119,Élections Canada,2010,3,INTÉLÉC GÉOMATIQUE INC.,10-15874,2010-11-10,472,Conseillers en technologie d'information,,2010-11-22,2011-03-11,109,"104711,45","104711,45",0,
3120,Élections Canada,2010,3,INTÉLÉC GÉOMATIQUE INC.,10-15875,2010-11-10,472,Conseillers en technologie d'information,,2010-11-08,2011-03-31,143,"135893,8","135893,8",0,
3121,Élections Canada,2010,3,CRG CONSULTING,10-15879,2010-11-15,499,Autres services professionnels non précisés ailleurs,,2010-11-09,2011-01-31,83,13673,13673,0,
3122,Élections Canada,2010,3,MARKETEL / MCCANN-ERICKSON LTD.,10-15881,2010-11-24,301,Services de réclame,,2010-10-25,2011-03-31,157,"16000,8","16000,8",0,
3123,Élections Canada,2010,3,CARON PROFESSIONAL AND,10-15882,2010-11-12,447,"Frais d'enseignement et frais de participation à  des cours comprenant les séminaires, non spécifiés ailleurs",,2010-11-22,2011-04-08,137,12320,12320,0,
3124,Élections Canada,2010,3,BELL BROWN MOLNAR DELICATE,10-15890,2010-11-23,499,Autres services professionnels non précisés ailleurs,,2010-11-17,2011-03-31,134,"24789,38","24789,38",0,
3125,Élections Canada,2010,3,MAXSYS PROFESSIONALS,10-15891,2010-12-14,813,Services d'aide temporaire,,2010-11-08,2011-03-31,143,"12778,61","4868,04","7910,57",Le présent marché comprend une modification ou plus.
3126,Élections Canada,2010,3,IFATHOM,10-15892,2010-11-16,472,Conseillers en technologie d'information,,2010-11-22,2011-03-31,129,"75421,85","75421,85",0,
3127,Élections Canada,2010,3,NIKSUN INC,10-15894,2010-11-17,670,Équipement d'informatique,appareils et logiciels,2010-11-05,2011-02-15,102,"57367,67","57367,67",0,
3128,Élections Canada,2010,3,SOFTCHOICE CORPORATION,10-15896,2010-11-17,1228,Logiciels,,2010-11-16,2010-12-31,45,"23476,88","23476,88",0,
3129,Élections Canada,2010,3,TERAMACH TECHNOLOGIES INC.,10-15897,2010-11-24,1228,Logiciels,,2010-10-19,2011-11-18,395,"23540,33","23540,33",0,
3130,Élections Canada,2010,3,GLOBAL UPHOLSTERY CO INC.,10-15901,2010-11-18,1231,Mobilier et ameublement du bureau incluant des pièces,,2010-11-01,2011-03-31,150,"17376,58","17376,58",0,
3131,Élections Canada,2010,3,EXCEL HUMAN RESOURCES,10-15902,2010-11-18,813,Services d'aide temporaire,,2010-11-23,2011-02-25,94,"10093,84","10093,84",0,
3132,Élections Canada,2010,3,SYSTEMATIX,10-15903,2010-11-18,472,Conseillers en technologie d'information,,2010-12-01,2011-03-31,120,"62647,2","62647,2",0,
3133,Élections Canada,2010,3,INTÉLÉC GÉOMATIQUE INC.,10-15906,2010-11-19,472,Conseillers en technologie d'information,,2010-11-22,2011-02-15,85,"25001,25","25001,25",0,
3134,Élections Canada,2010,3,FUJITSU CONSULTING INC.,10-15907,2010-11-24,472,Conseillers en technologie d'information,,2010-11-22,2011-01-14,53,21470,21470,0,
3135,Élections Canada,2010,3,AJILON CONSULTING,10-15908,2010-11-22,472,Conseillers en technologie d'information,,2010-11-29,2011-03-31,122,"66500,5","66500,5",0,
3136,Élections Canada,2010,3,SI SYSTEMS LTD.,10-15909,2010-11-22,472,Conseillers en technologie d'information,,2010-12-01,2011-03-31,120,59325,59325,0,
3137,Élections Canada,2010,3,AJILON CONSULTING,10-15910,2010-11-22,472,Conseillers en technologie d'information,,2010-12-01,2011-03-31,120,72320,72320,0,
3138,Élections Canada,2010,3,AJILON CONSULTING,10-15911,2010-11-22,472,Conseillers en technologie d'information,,2010-12-01,2011-03-31,120,"60748,8","60748,8",0,
3139,Élections Canada,2010,3,ORACLE CORPORATION CANADA,10-15912,2010-11-22,670,Équipement d'informatique,appareils et logiciels,2010-11-18,2011-03-31,133,"24196,57","24196,57",0,
3140,Élections Canada,2010,3,AJILON CONSULTING,10-15913,2010-11-22,472,Conseillers en technologie d'information,,2010-12-01,2011-03-31,120,"63415,6","63415,6",0,
3141,Élections Canada,2010,3,EXCEL HUMAN RESOURCES,10-15914,2010-11-22,472,Conseillers en technologie d'information,,2010-12-01,2011-03-31,120,61698,61698,0,
3142,Élections Canada,2010,3,THE ASSOCIATES GROUP OF COMP.,10-15922,2010-11-25,813,Services d'aide temporaire,,2010-11-15,2011-03-31,136,"53392,5","53392,5",0,
3143,Élections Canada,2010,3,"GRONDIN, GINETTE",10-15924,2010-11-24,351,Autres services de communication non spécifiés ailleurs,,2010-11-24,2011-03-31,127,22600,22600,0,
3144,Élections Canada,2010,3,HUNT TEMPORARILY YOURS,10-15925,2010-11-24,351,Autres services de communication non spécifiés ailleurs,,2010-11-24,2011-03-31,127,23052,23052,0,
3145,Élections Canada,2010,3,ENSEIGNES PATTISON SIGN GROUP,10-15926,2010-12-20,499,Autres services professionnels non précisés ailleurs,,2010-11-25,2011-02-15,82,10848,5424,5424,Le présent marché comprend une modification ou plus.
3146,Élections Canada,2010,3,DBx GEOMATICS INC,10-15943,2010-12-10,472,Conseillers en technologie d'information,,2010-11-21,2011-02-15,86,24408,24408,0,
3147,Élections Canada,2010,3,MTS ALLSTREAM INC.,10-15944,2010-11-26,472,Conseillers en technologie d'information,,2010-12-01,2011-06-21,202,"119373,2","119373,2",0,
3148,Élections Canada,2010,3,MTS ALLSTREAM INC.,10-15945,2010-11-26,472,Conseillers en technologie d'information,,2010-12-01,2011-07-14,225,"119977,75","119977,75",0,
3149,Élections Canada,2010,3,SYSTEMATIX,10-15946,2010-11-26,472,Conseillers en technologie d'information,,2010-12-01,2011-07-12,223,"119294,1","119294,1",0,
3150,Élections Canada,2010,3,SYSTEMATIX,10-15947,2010-11-26,472,Conseillers en technologie d'information,,2010-12-01,2011-07-08,219,119441,119441,0,
3151,Élections Canada,2010,3,EXCEL HUMAN RESOURCES,10-15948,2010-11-26,813,Services d'aide temporaire,,2010-11-29,2011-03-31,122,"10870,88","10870,88",0,
3152,Élections Canada,2010,3,EXCEL HUMAN RESOURCES,10-15949,2010-11-29,472,Conseillers en technologie d'information,,2010-12-01,2011-07-26,237,"119723,5","119723,5",0,
3153,Élections Canada,2010,3,SYSTEMATIX,10-15950,2010-11-29,472,Conseillers en technologie d'information,,2010-12-01,2011-07-12,223,"119294,1","119294,1",0,
3154,Élections Canada,2010,3,AJILON CONSULTING,10-15951,2010-11-29,472,Conseillers en technologie d'information,,2010-12-01,2011-07-28,239,119328,119328,0,
3155,Élections Canada,2010,3,SI SYSTEMS LTD.,10-15957,2010-11-30,472,Conseillers en technologie d'information,,2010-12-06,2011-07-31,237,"119356,25","119356,25",0,
3156,Élections Canada,2010,3,HAY GROUP LIMITED,10-15958,2010-12-01,499,Autres services professionnels non précisés ailleurs,,2010-12-01,2011-03-31,120,24973,24973,0,
3157,Élections Canada,2010,3,CGI INFORMATION SYSTEMS,10-15959,2010-12-01,472,Conseillers en technologie d'information,,2010-12-03,2011-03-31,118,"59175,46","59175,46",0,
3158,Élections Canada,2010,3,ANIXTER CANADA INC.,10-15960,2010-12-20,1228,Logiciels,,2010-11-09,2011-02-15,98,"39446,04","39446,04",0,
3159,Élections Canada,2010,3,1270380 ONTARIO LTD.,10-15961,2010-12-08,499,Autres services professionnels non précisés ailleurs,,2010-12-06,2011-04-15,130,23730,23730,0,
3160,Élections Canada,2010,3,SI SYSTEMS LTD.,10-15962,2010-12-03,472,Conseillers en technologie d'information,,2010-12-01,2011-03-31,120,44296,44296,0,
3161,Élections Canada,2010,3,ROLTA CANADA LTD,10-15964,2010-12-30,1228,Logiciels,,2011-01-01,2011-12-31,364,73450,73450,0,
3162,Élections Canada,2010,3,EVALUATION PERSONNEL SELECTION,10-15969,2010-12-21,499,Autres services professionnels non précisés ailleurs,,2010-12-21,2014-03-31,1196,525450,525450,0,
3163,Élections Canada,2010,3,TERAMACH TECHNOLOGIES INC.,10-15970,2010-12-14,1228,Logiciels,,2010-12-15,2010-12-31,16,"23540,34","23540,34",0,
3164,Élections Canada,2010,3,CO-ED COMMUNICATIONS,10-15975,2010-12-13,321,Services d'imprimerie,,2010-12-01,2011-03-31,120,15820,15820,0,
3165,Élections Canada,2010,3,CRG CONSULTING,10-15979,2010-12-15,499,Autres services professionnels non précisés ailleurs,,2010-12-13,2011-03-31,108,24521,24521,0,
3166,Élections Canada,2010,3,CANADA POST,10-15980,2010-12-08,499,Autres services professionnels non précisés ailleurs,,2011-01-01,2011-12-31,364,"17656,25","17656,25",0,
3167,Élections Canada,2010,3,AJILON CONSULTING,10-15982,2010-12-09,472,Conseillers en technologie d'information,,2010-12-13,2011-07-29,228,119328,119328,0,
3168,Élections Canada,2010,3,WORLD COLOR PRESS INC,10-15985,2010-12-13,321,Services d'imprimerie,,2010-12-09,2010-12-31,22,"40282,04","40282,04",0,
3169,Élections Canada,2010,3,MARIE REKKAS,10-15987,2010-12-14,499,Autres services professionnels non précisés ailleurs,,2010-12-13,2011-03-31,108,"16947,29","16947,29",0,
3170,Élections Canada,2010,3,ORACLE CORPORATION CANADA,10-15988,2010-12-01,1228,Logiciels,,2010-12-07,2011-12-09,367,"471342,81","471342,81",0,
3171,Élections Canada,2010,3,"HERJAVEC GROUP, THE",10-15989,2010-12-21,1228,Logiciels,,2010-12-09,2011-01-20,42,"31300,82","31300,82",0,
3172,Élections Canada,2010,3,MAPLESOFT CONSULTING INC,10-15992,2010-12-14,813,Services d'aide temporaire,,2010-12-13,2011-03-31,108,57630,57630,0,
3173,Élections Canada,2010,3,MTS ALLSTREAM INC.,10-15999,2010-12-15,472,Conseillers en technologie d'information,,2011-01-04,2011-06-17,164,119328,119328,0,
3174,Élections Canada,2010,3,ESRI CANADA,10-16000,2010-12-15,1228,Logiciels,,2010-12-13,2011-01-31,49,"20012,3","20012,3",0,
3175,Élections Canada,2010,3,CANON CANADA INC.,10-16004,2010-12-20,671,Autre materiel de bureau,,2011-01-01,2014-12-31,1460,"13288,8","13288,8",0,
3176,Élections Canada,2010,3,CANON CANADA INC.,10-16005,2010-12-20,671,Autre materiel de bureau,,2011-01-01,2014-12-31,1460,"11471,77","11471,77",0,
3177,Élections Canada,2010,3,ST JE PROCUREMENT SERVICES,10-16006,2010-12-23,499,Autres services professionnels non précisés ailleurs,,2011-01-04,2012-03-31,452,"24916,5","24916,5",0,
3178,Élections Canada,2010,3,CANON CANADA INC.,10-16007,2010-12-21,671,Autre materiel de bureau,,2011-01-01,2014-12-31,1460,"10744,96","10744,96",0,
3179,Élections Canada,2010,3,INDEPENDENT CONTRACTORS GROUP,10-16013,2010-12-22,472,Conseillers en technologie d'information,,2011-01-04,2011-07-21,198,"118864,7","118864,7",0,
3180,Élections Canada,2010,3,ADGA GROUP,10-16016,2010-12-29,472,Conseillers en technologie d'information,,2011-01-04,2011-03-31,86,"59736,32","59736,32",0,
3181,Élections Canada,2010,3,TERAMACH TECHNOLOGIES INC.,10-16017,2010-12-22,1228,Logiciels,,2010-12-20,2011-01-20,31,"39738,71","39738,71",0,
3182,Élections Canada,2010,3,THE ASSOCIATES GROUP OF COMP.,10-16018,2010-12-23,813,Services d'aide temporaire,,2011-01-04,2011-03-31,86,"20593,81","20593,81",0,
3183,Élections Canada,2010,3,TERAMACH TECHNOLOGIES INC.,10-16023,2010-12-29,670,Équipement d'informatique,appareils et logiciels,2011-03-27,2012-03-26,365,"11044,62","11044,62",0,
3184,Élections Canada,2010,3,CERIDIAN CANADA LTD.,7-11029,2010-10-13,819,"Contrats de services personnels non professionnels, non spécifiés ailleurs",,2008-04-01,2012-03-31,1460,"252020,52",94500,"157520,52",Le présent marché comprend une modification ou plus.
3185,Élections Canada,2010,3,CANON CANADA INC.,7-11163,2010-12-21,671,Autre materiel de bureau,,2008-03-01,2013-03-31,1856,"145990,23","42257,26","103732,97",Le présent marché comprend une modification ou plus.
3186,Élections Canada,2010,3,COSSETTE COMMUNICATIONS,8-12366,2010-11-19,301,Services de réclame,,2008-07-25,2011-03-31,979,"685611,25",105000,"580611,25",Le présent marché comprend une modification ou plus.
3187,Élections Canada,2010,3,"MACFIE, ELIZABETH",8-13695,2010-11-24,499,Autres services professionnels non précisés ailleurs,,2009-04-01,2011-03-31,729,"24849,75","10442,25","14407,5",Le présent marché comprend une modification ou plus.
3188,Élections Canada,2010,3,CORNERSTONE COMMUNICATIONS,8-13698,2010-11-25,499,Autres services professionnels non précisés ailleurs,,2009-04-01,2011-03-31,729,53700,10500,43200,Le présent marché comprend une modification ou plus.
3189,Élections Canada,2010,3,COSSETTE COMMUNICATIONS,9-13753,2010-12-16,301,Services de réclame,,2009-04-01,2011-03-31,729,69450,52500,16950,Le présent marché comprend une modification ou plus.
3190,Élections Canada,2010,3,PUBLICIS CANADA,9-13755,2010-11-23,301,Services de réclame,,2009-04-01,2011-03-31,729,86400,52500,33900,Le présent marché comprend une modification ou plus.
3191,Élections Canada,2010,3,COMPUTER SCIENCE CANADA INC.,9-13832,2010-10-06,499,Autres services professionnels non précisés ailleurs,,2009-04-01,2011-03-31,729,"206947,23",52500,"154447,23",Le présent marché comprend une modification ou plus.
3192,Élections Canada,2010,3,MAXSYS PROFESSIONALS,9-13927,2010-12-30,813,Services d'aide temporaire,,2009-05-27,2011-07-30,794,"59700,57","58526,43","1174,14",Le présent marché comprend une modification ou plus.
3193,Élections Canada,2010,3,AJILON CONSULTING,9-14138,2010-11-02,472,Conseillers en technologie d'information,,2009-07-27,2011-03-31,612,"342753,32","258337,8","84415,52",Le présent marché comprend une modification ou plus.
3194,Élections Canada,2010,3,BELL MOBILITY INC.,9-14170,2010-10-26,220,Services téléphoniques et autres services de communications téléphoniques (sauf les services améliorés de télécommunications),,2009-08-31,2011-08-31,730,"1940754,91",1575000,"365754,91",Le présent marché comprend une modification ou plus.
